,Artist,Streams,Daily,As lead,Solo,As feature
872,VIZE,"2,359.0",1.006,"1,199.3",157.0,"1,159.8"
873,Owl City,"2,351.6",0.941,"2,256.4","1,542.3",95.2
874,Sin Bandera,"2,348.9",1.399,"2,166.0","2,117.0",182.9
875,Oliver Heldens,"2,348.7",0.837,"1,340.7",232.8,"1,008.1"
876,a-ha,"2,348.6",1.579,"2,348.6","2,337.5",
877,Vince Staples,"2,347.9",0.772,"1,467.6","1,054.9",880.3
878,Kylie Minogue,"2,347.8",1.790,"2,099.8","1,882.9",248.0
879,Gemitaiz,"2,345.6",0.760,"1,702.1",651.0,643.4
880,Sean Kingston,"2,344.9",1.223,"2,067.4","1,354.6",277.5
881,Pepe Aguilar,"2,341.4",1.171,"1,988.2","1,515.1",353.2
882,Ghost,"2,339.7",2.812,"2,339.7","2,318.4",
883,Ben Howard,"2,338.5",0.617,"2,336.8","2,293.7",1.7
884,Calle 13,"2,336.5",1.052,"2,217.9","1,602.5",118.6
885,John Lennon,"2,334.8",0.980,"2,331.6","1,782.9",3.3
886,Arizona Zervas,"2,334.1",0.645,"2,300.5","2,173.9",33.6
887,Sofía Reyes,"2,329.7",1.124,"1,531.4",98.7,798.2
888,Miky Woodz,"2,327.9",1.225,784.8,309.8,"1,543.1"
889,Santana,"2,326.5",1.578,"2,293.6",976.9,32.8
890,Nat King Cole,"2,319.7",0.886,"2,222.2","2,161.1",97.5
891,Lady A,"2,318.6",0.792,"2,152.6","2,147.5",166.0
892,AJ Tracey,"2,318.2",0.761,"1,368.5",775.0,949.7
893,The Kooks,"2,314.5",0.885,"2,307.4","2,273.6",7.2
894,Lily Allen,"2,312.8",0.806,"1,825.8","1,786.9",487.0
895,Morad,"2,307.5",3.730,"1,128.7",918.0,"1,178.8"
896,The Pussycat Dolls,"2,307.1",1.173,"2,140.9","1,376.6",166.1
897,Ja Rule,"2,304.4",1.039,"1,372.4",132.7,932.0
898,Portugal. The Man,"2,303.8",0.839,"2,245.0","2,021.2",58.8
899,Ferrugem,"2,303.6",1.646,"1,551.8","1,211.2",751.8
900,Gustavo Mioto,"2,303.3",2.995,"1,986.2","1,033.5",317.1
901,James Blake,"2,299.8",1.541,"1,415.2",982.2,884.6
902,Silk Sonic,"2,298.4",1.659,,,"2,298.4"
903,Thirty Seconds To Mars,"2,296.0",1.020,"2,232.3","2,157.2",63.7
904,Los Dos Carnales,"2,285.0",1.401,"1,649.1","1,576.9",635.9
905,Dido,"2,284.2",1.418,"1,272.6","1,237.5","1,011.7"
906,Jaymes Young,"2,284.1",1.062,"2,189.4","2,072.7",94.7
907,Brray,"2,282.6",2.509,172.9,34.4,"2,109.7"
908,Thalia,"2,280.2",0.744,"2,060.4",900.3,219.7
909,Israel & Rodolffo,"2,278.7",2.701,"2,028.8",979.2,249.9
910,Carla Morrison,"2,278.2",1.820,"1,748.6","1,673.6",529.6
911,Rich Homie Quan,"2,277.8",0.442,892.1,836.4,"1,385.7"
912,Gigi D'Agostino,"2,277.8",0.974,842.2,777.0,"1,435.6"
913,G Herbo,"2,274.5",1.246,"1,355.0",535.1,919.6
914,A7S,"2,269.5",1.002,60.7,54.5,"2,208.8"
915,Tina Turner,"2,264.6",1.466,"1,826.2","1,646.6",438.4
916,Old Dominion,"2,263.6",1.406,"2,219.3","2,199.4",44.3
917,JVKE,"2,263.5",3.976,"1,812.4","1,621.3",451.1
918,Roxette,"2,262.5",1.336,"2,244.5","2,215.7",17.9
919,Salaam Remi,"2,255.3",0.980,55.4,,"2,199.9"
920,Sade,"2,253.2",1.928,"2,253.2","2,227.7",
921,Chayanne,"2,253.0",1.663,"2,243.3","2,048.3",9.7
922,Louis Armstrong,"2,251.5",1.168,"1,693.0","1,414.6",558.5
923,Otis Redding,"2,249.5",1.259,"2,041.0","1,999.8",208.5
924,Sufjan Stevens,"2,247.2",1.086,"2,171.4","2,083.7",75.8
925,Jon Z,"2,246.8",1.344,963.6,219.3,"1,283.2"
926,Rvssian,"2,246.6",0.899,"1,338.0",0.1,908.6
927,Tori Kelly,"2,245.3",0.760,"1,614.2","1,046.9",631.0
928,D-Block Europe,"2,224.2",1.759,"1,931.9",979.5,292.3
929,AURORA,"2,223.7",1.504,"2,128.8","2,047.9",94.9
930,Incubus,"2,220.3",1.047,"2,217.1","2,215.5",3.2
931,Paul Simon,"2,219.5",1.003,"2,049.9","1,938.3",169.6
932,Hugh Jackman,"2,217.1",0.638,"1,544.4",1.8,672.7
933,Guaynaa,"2,216.1",0.689,701.7,321.4,"1,514.5"
934,The Who,"2,215.6",0.986,"2,215.6","2,180.8",
935,Ella Fitzgerald,"2,215.2",0.811,"2,140.7","1,001.2",74.5
936,Surfaces,"2,211.0",0.763,"2,203.5","1,932.4",7.5
937,Snow Patrol,"2,210.0",0.878,"2,210.0","2,142.1",
938,J Alvarez,"2,208.1",1.303,"1,286.3",624.9,921.9
939,Trevor Daniel,"2,207.5",0.596,"2,077.1","1,763.5",130.4
940,Nile Rodgers,"2,198.2",1.564,32.2,3.6,"2,165.9"
941,ENHYPEN,"2,195.5",3.678,"2,195.5","2,165.5",
942,Nipsey Hussle,"2,192.4",0.859,"1,837.8",722.9,354.6
943,Olly Murs,"2,190.7",0.624,"2,134.4",994.6,56.3
944,Vampire Weekend,"2,190.7",0.660,"2,190.7","2,072.8",
945,PLK,"2,190.5",1.733,"1,589.6","1,142.4",601.0
946,Thiaguinho,"2,190.0",1.368,"1,858.8","1,641.1",331.2
947,Moby,"2,184.9",0.965,"1,837.9","1,568.9",347.0
948,Ana Castela,"2,184.2",5.975,579.8,281.0,"1,604.4"
949,Cris Mj,"2,177.5",3.354,"1,570.9",963.7,606.6
950,Empire of the Sun,"2,173.9",1.526,"1,837.8","1,718.1",336.1
951,Sandro Cavazza,"2,169.9",0.791,307.0,155.7,"1,862.9"
952,Los Enanitos Verdes,"2,166.0",1.698,"2,049.3","2,048.4",116.7
953,Neha Kakkar,"2,162.6",1.964,734.8,49.7,"1,427.8"
954,L7NNON,"2,158.4",1.776,"1,130.0",424.2,"1,028.4"
955,Alka Yagnik,"2,156.9",3.588,772.7,118.6,"1,384.2"
956,OMI,"2,155.6",0.594,"2,017.3","1,820.5",138.3
957,Lionel Richie,"2,154.5",1.207,"2,143.7","1,687.1",10.8
958,Beach House,"2,154.5",1.642,"2,154.5","2,154.5",
959,MC Hariel,"2,149.7",2.358,"1,035.9",505.9,"1,113.8"
960,MC Kevin o Chris,"2,149.4",4.209,"1,451.8",597.4,697.6
961,Hippie Sabotage,"2,149.3",0.854,"1,547.0","1,546.8",602.3
962,fun.,"2,148.5",0.818,"2,107.5","1,088.3",41.0
963,Kungs,"2,146.2",1.735,"1,982.3",471.5,163.9
964,James TW,"2,146.1",0.505,"2,134.9","2,133.4",11.2
965,MAGIC!,"2,142.0",0.776,"1,889.0","1,751.5",253.0
966,Canserbero,"2,140.1",2.494,"2,073.8","1,688.8",66.4
967,OFFICIAL HIGE DANDISM,"2,139.9",1.489,"2,139.4","2,139.4",0.6
968,Maes,"2,137.9",1.069,"1,486.1",932.8,651.9
969,Falling In Reverse,"2,136.7",1.723,"2,136.7","2,127.5",
970,DENNIS,"2,131.7",1.841,"1,750.2",10.4,381.6
971,Gustavo Cerati,"2,131.2",1.411,"1,910.8","1,831.3",220.4
972,Kelly Rowland,"2,129.3",0.965,661.5,222.7,"1,467.8"
973,Bomba Estéreo,"2,125.5",1.522,900.4,541.6,"1,225.1"
974,The Jackson 5,"2,125.5",0.687,"2,112.3","2,104.7",13.2
975,PinkPantheress,"2,124.9",3.657,"2,042.8","1,330.4",82.1
976,Mike Perry,"2,123.1",0.754,"1,790.3",141.7,332.8
977,Diego & Victor Hugo,"2,121.0",1.780,"1,868.2",880.5,252.8
978,Badshah,"2,119.2",2.962,"1,455.7",207.4,663.5
979,Boney M.,"2,117.0",1.335,"1,574.1","1,506.7",543.0
980,Seether,"2,117.0",1.028,"2,117.0","1,858.3",
981,NCT 127,"2,112.2",0.918,"1,951.9","1,939.2",160.3
982,Greeicy,"2,109.9",0.863,"1,222.8",516.0,887.1
983,Hungria Hip Hop,"2,109.0",2.005,"1,794.8","1,293.4",314.3
984,Ofenbach,"2,109.0",1.346,"1,779.0",436.8,330.0
985,Sara Bareilles,"2,105.8",0.625,"1,987.8","1,916.3",118.0
986,Jung Kook,"2,105.1",12.979,"1,313.1",361.1,792.0
987,Wallows,"2,105.0",1.104,"2,105.0","1,399.1",
988,Yusuf / Cat Stevens,"2,101.6",1.205,"2,101.4","2,101.3",0.2
989,Soolking,"2,099.4",1.950,"1,455.1",654.5,644.3
990,deadmau5,"2,093.8",0.897,"1,753.7",856.5,340.1
991,ITZY,"2,092.8",1.904,"2,061.7","2,036.8",31.1
992,Lalo Ebratt,"2,078.1",0.556,571.8,3.5,"1,506.4"
993,Cyndi Lauper,"2,067.0",1.317,"2,052.3","2,036.3",14.7
994,Bunbury,"2,066.1",1.187,"1,531.5","1,025.9",534.6
995,Kina,"2,064.2",0.738,"2,022.1",285.6,42.1
996,$NOT,"2,063.8",1.037,"1,511.7",786.8,552.0
997,Bing Crosby,"2,063.4",0.154,"2,027.2","1,095.8",36.2
998,TLC,"2,061.1",1.018,"1,789.5","1,778.6",271.6
999,Dynoro,"2,061.0",0.721,"1,733.3",106.5,327.8
1000,Jesús Adrián Romero,"2,059.3",1.643,"1,960.1","1,659.3",99.2
1001,Dread Mar I,"2,058.8",1.509,"1,861.3","1,861.3",197.4
1002,Selena,"2,051.1",1.207,"2,038.8","1,998.1",12.3
1003,Leona Lewis,"2,050.4",0.568,"1,790.6","1,734.6",259.8
1004,Kevin Kaarl,"2,046.0",2.092,"2,019.0","2,011.7",27.0
1005,Pierce The Veil,"2,045.7",1.760,"2,040.4","1,613.0",5.3
1006,Camila,"2,042.3",1.285,"2,020.2","1,869.3",22.1
1007,Chris Young,"2,041.9",0.822,"2,025.9","1,587.2",16.0
1008,Simple Plan,"2,035.4",0.945,"2,033.8","1,583.2",1.6
1009,Tulus,"2,034.7",2.568,"1,910.9","1,910.9",123.8
1010,Beastie Boys,"2,034.0",1.420,"2,034.0","1,925.3",
1011,Vishal-Shekhar,"2,029.3",2.844,"1,885.2",4.5,144.2
1012,Fabolous,"2,027.4",0.667,"1,287.1",223.3,740.3
1013,Tracy Chapman,"2,026.0",1.201,"1,939.9","1,929.3",86.1
1014,Cristian Castro,"2,024.4",1.151,"1,854.1","1,684.8",170.3
1015,MKTO,"2,019.0",0.670,"2,000.7","1,957.5",18.3
1016,Digital Farm Animals,"2,017.2",0.324,321.0,10.4,"1,696.2"
1017,Nina Simone,"2,017.1",0.905,"2,015.8","1,875.7",1.3
1018,The Score,"2,014.7",0.998,"2,014.7","1,898.0",
1019,Lenny Kravitz,"2,013.6",1.130,"1,939.8","1,930.8",73.8
1020,Lennon Stella,"2,010.9",0.500,912.5,648.6,"1,098.4"
1021,NCT DREAM,"2,010.3",2.299,"1,940.6","1,859.9",69.7
1022,Tom Walker,"2,008.3",0.705,"1,781.5","1,517.6",226.8
1023,Pink Sweat$,"2,004.5",0.973,"1,825.1","1,537.1",179.4
1024,Gloria Trevi,"2,000.4",1.380,"1,846.1","1,553.5",154.3
1025,BoyWithUke,"1,997.1",2.115,"1,984.4","1,650.8",12.7
1026,Billy Ray Cyrus,"1,996.6",0.481,213.6,189.1,"1,783.0"
1027,KALEO,"1,996.1",1.349,"1,996.1","1,996.1",
1028,Bo Burnham,"1,995.7",0.992,"1,995.7","1,995.7",
1029,Mari Fernandez,"1,994.9",2.833,"1,080.3",471.6,914.6
1030,Ronnie Flex,"1,994.5",0.641,710.4,167.5,"1,284.1"
1031,Tion Wayne,"1,991.4",0.910,954.7,93.8,"1,036.7"
1032,Max Richter,"1,990.7",0.829,"1,990.1","1,104.0",0.5
1033,Guilherme & Benuto,"1,990.5",2.869,"1,749.2",774.4,241.3
1034,Fivio Foreign,"1,990.3",1.006,557.7,193.1,"1,432.6"
1035,Evaluna Montaner,"1,989.8",0.882,87.9,45.0,"1,901.8"
1036,Martin Solveig,"1,989.0",0.464,"1,461.0",103.6,528.1
1037,UZI,"1,988.7",2.359,"1,483.8","1,197.0",504.9
1038,Bullet For My Valentine,"1,988.3",0.877,"1,983.1","1,976.5",5.3
1039,ZZ Top,"1,986.6",1.172,"1,986.4","1,983.0",0.2
1040,The National,"1,986.4",0.941,"1,849.4","1,790.6",137.1
1041,Andrés Calamaro,"1,982.7",1.177,"1,435.8","1,379.2",547.0
1042,Tinie Tempah,"1,982.6",0.726,"1,245.5",179.4,737.2
1043,Hombres G,"1,977.4",1.561,"1,970.2","1,822.6",7.1
1044,Ella Eyre,"1,977.0",0.799,633.4,584.0,"1,343.6"
1045,Angus & Julia Stone,"1,975.3",0.617,"1,910.1","1,883.8",65.2
1046,Blur,"1,973.3",1.429,"1,973.3","1,967.5",
1047,Freddie Dredd,"1,971.1",1.815,"1,870.7","1,737.2",100.4
1048,KSHMR,"1,970.8",0.584,959.3,98.5,"1,011.5"
1049,KSI,"1,970.6",0.443,"1,644.6",453.5,326.0
1050,KAYTRANADA,"1,970.0",1.318,"1,468.2",181.1,501.8
1051,Geolier,"1,968.8",2.436,945.1,549.0,"1,023.8"
1052,Kiiara,"1,968.6",0.264,"1,130.8",895.7,837.8
1053,Pabllo Vittar,"1,968.1",0.758,"1,269.8",765.7,698.3
1054,Arcade Fire,"1,968.0",0.597,"1,968.0","1,903.3",
1055,Pixies,"1,967.4",1.327,"1,967.4","1,967.4",
1056,RÜFÜS DU SOL,"1,967.3",2.751,"1,940.8","1,724.5",26.5
1057,Dennis Lloyd,"1,967.1",0.678,"1,825.9","1,666.7",141.3
1058,Lykke Li,"1,962.2",0.964,"1,776.6","1,214.4",185.6
1059,Lil Dicky,"1,958.3",0.307,"1,864.4",491.9,93.9
1060,Mr. Probz,"1,956.5",0.520,"1,570.8",547.6,385.7
1061,Laura Pausini,"1,954.2",0.982,"1,860.9","1,584.0",93.2
1062,Sid Sriram,"1,953.4",2.756,"1,146.3",509.5,807.1
1063,Lupe Fiasco,"1,953.1",0.750,"1,621.6",651.7,331.5
1064,Brooks & Dunn,"1,951.3",1.193,"1,760.5","1,393.2",190.9
1065,Joaquín Sabina,"1,948.7",0.769,"1,665.6","1,605.2",283.1
1066,Bronco,"1,948.4",1.812,"1,903.7","1,718.6",44.7
1067,Rkomi,"1,948.3",1.124,"1,327.4",441.9,620.9
1068,Quality Control,"1,947.2",0.609,"1,946.7",,0.5
1069,Cuco,"1,947.0",1.155,"1,863.1","1,431.7",83.9
1070,Boef,"1,942.2",0.706,"1,072.6",586.7,869.6
1071,*NSYNC,"1,940.2",0.795,"1,913.9","1,876.2",26.3
1072,CHVRCHES,"1,939.6",0.468,"1,283.6","1,156.0",656.0
1073,Gesaffelstein,"1,939.6",1.914,923.0,185.5,"1,016.6"
1074,Jacquees,"1,938.9",0.841,"1,354.2",746.5,584.7
1075,Cody Johnson,"1,937.7",1.872,"1,862.1","1,817.2",75.6
1076,Arcane,"1,936.8",1.305,44.7,27.6,"1,892.1"
1077,Amitabh Bhattacharya,"1,926.9",6.628,31.5,3.6,"1,895.4"
1078,Lary Over,"1,926.5",0.770,638.2,98.4,"1,288.3"
1079,Café Tacvba,"1,924.3",1.131,"1,728.8","1,724.5",195.5
1080,Brett Young,"1,923.1",0.807,"1,790.6","1,727.1",132.6
1081,Lauren Daigle,"1,921.0",1.091,"1,807.3","1,782.6",113.7
1082,TV Girl,"1,920.7",4.477,"1,864.8","1,864.8",55.9
1083,Banda Los Recoditos,"1,919.7",0.988,"1,897.5","1,851.6",22.2
1084,Andrea Bocelli,"1,919.0",0.878,"1,205.4",510.8,713.6
1085,BØRNS,"1,919.0",0.982,"1,900.3","1,851.2",18.7
1086,Eros Ramazzotti,"1,918.0",1.220,"1,725.8","1,528.7",192.3
1087,Audioslave,"1,915.6",0.945,"1,915.6","1,915.6",
1088,MadeinTYO,"1,914.1",0.319,"1,224.5",679.9,689.6
1089,T3R Elemento,"1,913.6",1.000,"1,603.1","1,136.2",310.6
1090,Frenna,"1,907.1",0.477,"1,051.1",222.4,856.0
1091,CKay,"1,906.9",1.226,"1,853.1","1,013.8",53.8
1092,Janelle Monáe,"1,906.7",1.033,800.2,475.7,"1,106.5"
1093,Sage The Gemini,"1,905.8",0.420,"1,037.8",521.5,868.0
1094,Latto,"1,905.3",11.449,872.7,486.0,"1,032.6"
1095,Toby Keith,"1,905.2",1.032,"1,878.5","1,703.5",26.7
1096,Gym Class Heroes,"1,903.8",1.089,"1,903.8",604.9,
1097,The Greatest Showman Ensemble,"1,901.3",0.536,3.7,3.7,"1,897.6"
1098,Gazo,"1,898.8",3.361,"1,052.7",664.4,846.1
1099,ONE OK ROCK,"1,896.2",1.149,"1,896.2","1,790.6",
1100,Tungevaag,"1,893.8",0.634,"1,212.4",331.2,681.5
1101,Megadeth,"1,888.3",1.362,"1,883.6","1,871.3",4.7
1102,KC Rebell,"1,888.1",0.340,"1,411.2",452.9,476.9
1103,Tom Petty,"1,888.0",1.157,"1,856.9","1,855.9",31.1
1104,John Denver,"1,882.8",0.983,"1,880.3","1,756.1",2.5
1105,Majid Jordan,"1,881.4",0.775,827.8,530.3,"1,053.5"
1106,Alvaro Soler,"1,881.1",0.716,"1,575.3","1,191.8",305.9
1107,Yellow Claw,"1,880.6",0.422,"1,585.2",258.3,295.4
1108,Dance Fruits Music,"1,880.5",0.773,"1,433.4",516.8,447.1
1109,City Girls,"1,879.5",0.761,951.6,579.3,927.9
1110,LMFAO,"1,879.2",0.837,"1,599.7",667.0,279.4
1111,Marca MP,"1,875.4",1.179,"1,581.2","1,356.8",294.3
1112,Lil Tracy,"1,873.9",1.293,260.0,232.5,"1,614.0"
1113,Ben&Ben,"1,870.6",1.072,"1,806.3","1,687.8",64.3
1114,UB40,"1,870.6",0.964,"1,849.0","1,703.5",21.6
1115,42 Dugg,"1,867.1",1.388,761.0,268.6,"1,106.0"
1116,Olexesh,"1,866.8",0.679,974.9,496.3,891.9
1117,Aitch,"1,865.9",0.852,879.2,373.2,986.7
1118,Dardan,"1,865.9",1.439,"1,390.6",702.4,475.3
1119,Robin Thicke,"1,864.2",0.474,"1,315.3",393.7,548.8
1120,Zé Felipe,"1,863.3",1.354,"1,524.2",444.0,339.2
1121,Will Smith,"1,863.2",0.767,"1,392.3","1,264.3",470.9
1122,Grupo Menos É Mais,"1,861.7",2.681,"1,564.6",776.6,297.2
1123,Kate Bush,"1,861.4",1.051,"1,861.4","1,861.4",
1124,Ryan Castro,"1,860.9",5.236,"1,448.4",943.7,412.5
1125,Spice Girls,"1,860.4",1.015,"1,860.4","1,852.8",
1126,Filipe Ret,"1,859.4",2.146,"1,619.8",195.5,239.6
1127,Brantley Gilbert,"1,858.2",0.807,"1,726.1","1,442.0",132.1
1128,KK,"1,855.4",3.486,948.9,690.5,906.5
1129,Icona Pop,"1,855.3",0.680,"1,364.2",491.7,491.1
1130,Shiva,"1,854.7",2.060,"1,269.9",669.8,584.8
1131,Lil Kleine,"1,853.8",0.464,"1,173.6",580.2,680.2
1132,M.I.A.,"1,852.8",0.905,"1,399.2","1,279.0",453.6
1133,Tedua,"1,852.6",1.945,"1,173.2",212.4,679.4
1134,Foreigner,"1,851.5",1.227,"1,851.5","1,843.5",
1135,Micro TDH,"1,850.6",1.251,"1,004.4",584.9,846.2
1136,Djadja & Dinaz,"1,847.3",1.284,"1,847.3","1,812.1",
1137,Río Roma,"1,841.1",0.776,"1,780.0","1,080.0",61.1
1138,Talking Heads,"1,840.0",1.063,"1,840.0","1,809.3",
1139,Natiruts,"1,838.7",0.875,"1,734.2","1,238.1",104.5
1140,Raekwon,"1,833.8",0.855,213.5,39.8,"1,620.3"
1141,Ashnikko,"1,829.4",1.151,"1,770.8",997.6,58.6
1142,Turma do Pagode,"1,829.0",1.261,"1,748.4","1,196.3",80.6
1143,Lenin Ramírez,"1,828.8",1.209,"1,513.0",450.1,315.8
1144,Dove Cameron,"1,825.1",1.372,"1,679.6",725.2,145.5
1145,Cash Cash,"1,823.5",0.366,"1,430.3",118.9,393.3
1146,Emeli Sandé,"1,822.3",0.422,"1,174.2","1,100.9",648.1
1147,Jordan Davis,"1,821.7",2.328,"1,785.9","1,404.8",35.8
1148,Marc E. Bassy,"1,821.4",0.266,"1,141.8",451.0,679.6
1149,Wu-Tang Clan,"1,817.9",0.914,"1,718.3",126.7,99.6
1150,ZHU,"1,817.9",0.501,"1,578.7",864.6,239.1
1151,Counting Crows,"1,816.3",1.001,"1,811.2","1,611.3",5.0
1152,Purple Disco Machine,"1,815.2",1.977,"1,327.4",248.5,487.9
1153,Jimin,"1,810.5",6.649,"1,448.3","1,148.5",362.2
1154,Simone & Simaria,"1,810.3",0.476,"1,221.4",734.3,588.9
1155,Ultimo,"1,809.8",0.820,"1,715.9","1,705.2",93.9
1156,Bausa,"1,809.7",1.181,993.6,659.2,816.1
1157,C.R.O,"1,809.4",1.707,946.9,531.7,862.5
1158,Descemer Bueno,"1,809.3",0.602,57.6,2.7,"1,751.7"
1159,Melim,"1,808.7",0.854,"1,543.7","1,445.9",265.0
1160,Sorriso Maroto,"1,808.4",1.330,"1,331.6","1,097.8",476.8
1161,Fat Joe,"1,805.0",0.664,"1,473.6",58.7,331.4
1162,Ramin Djawadi,"1,802.7",0.564,"1,801.0","1,698.9",1.8
1163,Pouya,"1,800.1",0.927,727.1,409.4,"1,073.0"
1164,Snakehips,"1,799.8",0.377,"1,563.6",4.0,236.2
1165,Sezen Aksu,"1,798.9",2.028,"1,723.5","1,681.8",75.4
1166,Mainstreet,"1,797.4",1.803,17.1,,"1,780.3"
1167,Soulja Boy,"1,795.0",0.984,"1,479.6",864.0,315.4
1168,Night Lovell,"1,794.9",0.900,"1,540.1","1,329.1",254.8
1169,Jack Ü,"1,794.8",0.278,"1,757.4",,37.4
1170,Brad Paisley,"1,793.7",0.575,"1,762.8","1,303.0",30.9
1171,Ruel,"1,793.0",0.672,"1,593.7","1,536.5",199.2
1172,Yuvan Shankar Raja,"1,787.2",2.684,"1,575.7",299.5,211.5
1173,Johann Sebastian Bach,"1,785.1",0.946,"1,782.7",,2.4
1174,Gotye,"1,784.3",0.899,"1,778.5",220.1,5.8
1175,Franco De Vita,"1,784.0",0.972,"1,626.1","1,012.5",157.9
1176,Kris Kross Amsterdam,"1,782.5",0.657,"1,069.3",,713.2
1177,João Gomes,"1,782.3",1.244,"1,434.1","1,208.9",348.2
1178,Karsten Glück,"1,781.8",1.390,7.1,7.1,"1,774.7"
1179,Gavin James,"1,781.1",0.266,"1,313.4","1,034.9",467.6
1180,Supertramp,"1,781.0",,"1,781.0","1,778.7",
1181,Ricardo Montaner,"1,780.3",0.814,"1,654.8","1,456.7",125.5
1182,Simone Sommerland,"1,779.0",1.405,"1,772.9",,6.2
1183,Kidd Keo,"1,778.5",1.114,"1,632.1","1,137.2",146.4
1184,Manu Chao,"1,777.8",1.700,"1,704.4","1,638.2",73.4
1185,Maxwell,"1,777.6",0.520,287.8,57.3,"1,489.8"
1186,GoldLink,"1,777.5",0.633,"1,378.4",151.2,399.1
1187,Die Kita-Frösche,"1,774.9",1.373,,,"1,774.9"
1188,Cher,"1,774.3",0.899,"1,724.2","1,636.1",50.1
1189,Orelsan,"1,773.4",0.731,"1,568.0","1,179.6",205.4
1190,Alina Baraz,"1,769.8",0.651,"1,662.3",441.8,107.4
1191,Daveed Diggs,"1,767.5",0.749,221.7,1.3,"1,545.9"
1192,Pantera,"1,766.8",1.183,"1,766.8","1,766.8",
1193,Cole Swindell,"1,766.1",1.102,"1,737.2","1,553.6",29.0
1194,Tarcísio do Acordeon,"1,762.3",1.521,909.0,613.4,853.3
1195,Jamie Foxx,"1,759.6",0.966,438.0,84.1,"1,321.6"
1196,Moira Dela Torre,"1,759.0",0.776,"1,437.4","1,071.0",321.5
1197,Darshan Raval,"1,758.5",4.885,"1,298.8","1,003.0",459.7
1198,AlunaGeorge,"1,758.3",0.397,440.6,212.6,"1,317.7"
1199,Koba LaD,"1,758.3",0.632,"1,331.1",695.9,427.1
1200,Grimes,"1,757.6",0.989,"1,553.5","1,286.2",204.1
1201,Cordae,"1,756.5",1.234,"1,290.1",736.8,466.5
1202,Taco Hemingway,"1,755.7",0.889,"1,044.1",716.8,711.7
1203,Xand Avião,"1,755.2",0.943,771.4,468.5,983.8
1204,Ratatat,"1,752.3",0.947,446.1,444.5,"1,306.2"
1205,Shoreline Mafia,"1,749.3",0.726,"1,584.9",612.6,164.3
1206,Matisse,"1,746.1",0.865,"1,536.1",817.4,210.0
1207,Kimbra,"1,745.0",0.899,156.8,150.2,"1,588.1"
1208,Angèle,"1,745.0",0.737,"1,278.8","1,026.5",466.2
1209,Lomepal,"1,744.8",0.815,"1,632.5","1,306.3",112.2
1210,Fonseca,"1,744.2",0.937,"1,369.9","1,053.8",374.2
1211,HAIM,"1,743.8",0.795,"1,239.0","1,134.8",504.8
1212,Earl Sweatshirt,"1,742.9",0.868,"1,071.2",581.6,671.7
1213,Dustin Lynch,"1,741.9",0.907,"1,726.6","1,435.2",15.3
1214,Tom Petty and the Heartbreakers,"1,741.8",0.937,"1,683.0","1,673.5",58.9
1215,Young Nudy,"1,740.0",1.861,"1,070.5",509.5,669.4
1216,Blondie,"1,739.8",1.319,"1,739.4","1,727.1",0.4
1217,Kaskade,"1,739.5",0.693,"1,221.8",288.3,517.7
1218,TOOL,"1,739.2",1.084,"1,739.2","1,739.2",
1219,RADWIMPS,"1,734.9",1.522,"1,731.4","1,516.0",3.6
1220,Jenni Rivera,"1,734.7",0.969,"1,696.1","1,528.6",38.6
1221,Estopa,"1,726.8",0.975,"1,553.0","1,399.8",173.8
1222,Bruno Martini,"1,719.1",0.607,379.4,42.4,"1,339.8"
1223,LSD,"1,718.1",0.622,,,"1,718.1"
1224,John Martin,"1,715.2",0.934,107.0,91.0,"1,608.2"
1225,RIN,"1,713.4",0.555,"1,476.9","1,275.9",236.5
1226,Alanis Morissette,"1,713.3",0.836,"1,690.4","1,677.5",22.9
1227,FINNEAS,"1,712.1",0.978,"1,443.1","1,440.4",269.1
1228,d4vd,"1,711.2",3.876,"1,708.2","1,694.7",3.0
1229,Lucenzo,"1,710.1",1.398,"1,703.6",289.2,6.5
1230,Chris Jedi,"1,709.9",0.759,"1,328.4",,381.5
1231,Beck,"1,709.1",0.699,"1,565.6","1,530.1",143.5
1232,Eurythmics,"1,708.5",0.927,"1,694.5",7.9,14.1
1233,Riton,"1,707.8",0.813,"1,645.7",2.0,62.2
1234,ATEEZ,"1,705.1",1.837,"1,692.7","1,684.2",12.4
1235,The Temptations,"1,703.4",0.835,"1,660.9","1,654.6",42.5
1236,Jelly Roll,"1,702.7",3.095,"1,443.1",952.2,259.6
1237,Selena Gomez & The Scene,"1,700.1",1.254,"1,700.1","1,689.3",
1238,grandson,"1,697.5",0.715,"1,546.3","1,389.2",151.2
1239,Lindsey Stirling,"1,697.5",0.516,"1,353.1","1,133.8",344.3
1240,Blxst,"1,696.3",1.331,930.1,330.1,766.2
1241,Kidz Bop Kids,"1,696.2",0.884,"1,696.2","1,695.8",
1242,YBN Nahmir,"1,696.1",0.515,"1,213.3",859.0,482.8
1243,DRAM,"1,694.9",0.291,"1,213.4",222.8,481.5
1244,The All-American Rejects,"1,694.8",0.758,"1,694.8","1,694.8",
1245,August Alsina,"1,694.8",0.320,"1,081.0",479.5,613.8
1246,Waka Flocka Flame,"1,693.2",0.627,"1,130.4",212.2,562.9
1247,White 2115,"1,692.4",1.499,817.7,649.8,874.7
1248,LP,"1,691.7",0.757,"1,626.4","1,600.5",65.3
1249,Jarabe De Palo,"1,691.0",0.900,"1,657.5","1,501.3",33.5
