,Artist,Streams,Daily,As lead,Solo,As feature
2029,Dubdogz,"1,056.6",0.731,608.0,104.2,448.6
2030,Halestorm,"1,056.2",,"1,056.2","1,048.6",
2031,BJ The Chicago Kid,"1,055.7",0.272,310.8,184.4,744.8
2032,Iyaz,"1,054.7",0.566,943.7,901.5,111.0
2033,Timeflies,"1,054.5",0.083,"1,049.7",864.3,4.8
2034,Starship,"1,054.2",0.679,"1,054.2","1,053.9",
2035,Silvio Rodríguez,"1,053.7",0.493,828.8,810.5,224.9
2036,Haze,"1,053.5",1.233,357.8,,695.7
2037,Emir Can İğrek,"1,052.3",1.145,951.7,933.5,100.6
2038,Sheryl Crow,"1,051.6",0.624,966.9,748.0,84.7
2039,Jovanotti,"1,051.5",0.452,851.7,736.6,199.8
2040,Young M.A,"1,050.5",0.267,793.6,686.2,256.9
2041,Crowded House,"1,050.1",0.636,"1,050.1","1,049.6",
2042,Grupo Revelação,"1,049.6",0.806,973.3,876.5,76.3
2043,Tai Verdes,"1,049.5",0.717,962.3,935.4,87.2
2044,Trivium,"1,049.5",0.346,"1,049.5","1,048.5",
2045,Grupo Codiciado,"1,049.2",0.432,644.9,604.2,404.3
2046,Savage Garden,"1,048.7",0.517,"1,036.3","1,034.3",12.4
2047,Kiana Ledé,"1,047.3",0.522,852.6,550.3,194.7
2048,Joy Division,"1,047.3",0.496,"1,047.3","1,047.3",
2049,The Temper Trap,"1,047.2",0.717,897.2,844.4,150.0
2050,WIU,"1,046.7",1.607,701.8,360.7,344.9
2051,KEVVO,"1,046.2",0.331,413.6,81.9,632.7
2052,Vanesa Martín,"1,045.9",0.386,719.2,564.7,326.7
2053,Białas,"1,044.7",0.826,575.2,47.4,469.5
2054,Curren$y,"1,043.6",0.406,693.9,188.1,349.7
2055,Jory Boy,"1,043.4",0.515,530.9,74.2,512.5
2056,ATB,"1,042.3",0.524,"1,024.6",283.8,17.7
2057,Tribo da Periferia,"1,042.3",1.018,"1,020.8",750.3,21.5
2058,Gracie Abrams,"1,041.7",1.753,980.7,980.7,61.0
2059,Alabama Shakes,"1,041.0",0.302,"1,041.0","1,041.0",
2060,Malik Montana,"1,040.9",0.689,709.6,229.2,331.3
2061,December Avenue,"1,040.3",0.587,"1,031.7",816.8,8.6
2062,Broiler,"1,040.1",0.393,497.0,219.4,543.1
2063,for KING & COUNTRY,"1,039.7",0.516,"1,021.9",771.3,17.8
2064,Warren G,"1,039.2",0.557,898.7,61.4,140.5
2065,Damas Gratis,"1,038.4",0.721,964.8,463.8,73.6
2066,Mahmood,"1,038.3",0.231,803.9,486.8,234.4
2067,Hilltop Hoods,"1,038.3",0.407,"1,037.0",616.5,1.4
2068,CJ,"1,038.1",0.452,812.0,767.0,226.2
2069,SG Lewis,"1,036.7",0.464,781.3,290.0,255.4
2070,The Avett Brothers,"1,036.5",0.470,"1,036.5","1,036.5",
2071,El Canto Del Loco,"1,036.5",0.509,"1,028.5",843.6,7.9
2072,The Lonely Island,"1,036.3",,"1,007.7",291.2,28.7
2073,Nick Cave & The Bad Seeds,"1,035.7",0.451,"1,035.7",908.6,
2074,Seal,"1,034.6",0.439,993.6,970.3,41.0
2075,Corinne Bailey Rae,"1,033.8",0.569,"1,019.4","1,019.4",14.4
2076,kent,"1,032.5",0.180,"1,032.5","1,016.7",
2077,GASHI,"1,032.3",0.158,760.8,302.1,271.5
2078,Allman Brothers Band,"1,030.6",0.567,"1,030.6","1,030.5",
2079,Syd,"1,030.2",0.616,178.7,117.9,851.5
2080,Dizzee Rascal,"1,030.2",0.384,766.8,332.6,263.4
2081,Modern Talking,"1,029.9",0.910,"1,029.9",957.1,
2082,Ingrid Michaelson,"1,029.7",0.217,"1,013.8",820.0,15.8
2083,Donna Summer,"1,029.1",0.525,901.6,854.1,127.5
2084,High School Musical Cast,"1,029.1",0.425,978.6,9.5,50.5
2085,Lucas Lucco,"1,028.7",0.205,840.5,358.5,188.2
2086,The Velvet Underground,"1,028.3",0.429,"1,028.3",633.7,
2087,Damien Rice,"1,028.1",0.237,"1,024.0","1,020.1",4.2
2088,Perera DJ,"1,028.1",0.904,75.6,,952.4
2089,Matheus Fernandes,"1,026.6",1.572,679.3,97.8,347.3
2090,Witt Lowry,"1,026.4",0.295,"1,026.4",451.5,
2091,Harris Jayaraj,"1,026.2",1.983,"1,024.1",3.8,2.1
2092,Plies,"1,025.8",0.396,610.8,196.6,415.0
2093,Soprano,"1,025.4",0.395,779.4,522.1,246.1
2094,Foxes,"1,025.4",0.314,286.1,257.2,739.2
2095,Barbra Streisand,"1,025.3",0.492,"1,008.4",568.4,16.9
2096,REO Speedwagon,"1,025.3",0.583,"1,025.0","1,025.0",0.3
2097,Janis Joplin,"1,025.1",0.419,648.7,646.4,376.5
2098,ALMA,"1,025.1",0.284,461.9,323.9,563.2
2099,Mc Pedrinho,"1,024.5",1.411,283.7,91.6,740.9
2100,Siddhartha,"1,023.7",0.896,"1,015.3",883.3,8.4
2101,Crush,"1,023.2",0.443,594.4,357.7,428.8
2102,Mase,"1,023.2",0.541,364.8,218.8,658.4
2103,Aleks Syntek,"1,023.1",0.446,785.4,509.6,237.8
2104,Michael Giacchino,"1,023.1",0.514,929.3,923.1,93.9
2105,Fiersa Besari,"1,022.9",0.983,762.6,587.8,260.3
2106,Saba,"1,022.4",0.438,598.5,226.0,423.9
2107,Fireboy DML,"1,022.3",1.425,858.3,390.4,164.0
2108,Leony,"1,021.5",0.733,222.0,211.3,799.6
2109,Miksu / Macloud,"1,021.3",1.089,591.0,,430.3
2110,Rick Astley,"1,021.0",0.584,"1,017.7","1,016.8",3.3
2111,Zaz,"1,020.5",0.449,963.1,927.7,57.4
2112,Zoe Wees,"1,020.2",0.703,759.8,701.1,260.3
2113,Young Money,"1,019.6",0.473,"1,018.2",72.1,1.4
2114,Camilo Sesto,"1,018.9",0.741,"1,018.9",985.0,
2115,El-P,"1,018.8",0.319,38.0,27.6,980.7
2116,Parkway Drive,"1,018.7",0.498,"1,018.7","1,000.1",
2117,Sigrid,"1,018.6",0.345,977.5,881.3,41.1
2118,Juju,"1,018.1",0.334,655.4,318.7,362.7
2119,Alex & Sierra,"1,017.7",0.227,"1,012.3","1,012.3",5.4
2120,Solange,"1,017.6",0.313,969.5,810.4,48.1
2121,Lamb of God,"1,017.3",0.526,"1,011.9",979.9,5.4
2122,Gilli,"1,016.9",0.380,630.3,404.3,386.5
2123,Millonario,"1,016.5",0.783,399.2,302.3,617.3
2124,WWE,"1,016.3",0.640,"1,016.3",3.1,
2125,Mahalini,"1,016.2",2.254,994.1,864.8,22.1
2126,Royal Philharmonic Orchestra,"1,015.0",0.394,157.8,138.1,857.1
2127,Swizz Beatz,"1,014.8",0.371,82.4,37.1,932.4
2128,Miles Davis,"1,014.1",1.106,998.0,369.8,16.1
2129,Snoh Aalegra,"1,012.1",0.720,839.0,700.6,173.0
2130,VIC MENSA,"1,011.9",0.235,678.6,340.1,333.3
2131,Europe,"1,010.9",0.555,"1,010.9","1,010.9",
2132,Natos y Waor,"1,010.7",0.486,942.4,445.6,68.3
2133,Travie McCoy,"1,009.9",0.405,689.4,37.7,320.4
2134,COIN,"1,009.6",0.434,996.4,976.2,13.2
2135,Cher Lloyd,"1,008.9",0.302,682.6,545.6,326.3
2136,Toni Braxton,"1,008.5",0.480,942.0,846.0,66.5
2137,Naza,"1,007.9",0.914,699.1,386.3,308.8
2138,The Civil Wars,"1,007.9",0.181,788.8,788.8,219.1
2139,Band of Horses,"1,006.3",0.315,"1,005.2",996.2,1.1
2140,Vanessa Carlton,"1,006.3",0.497,832.6,832.6,173.7
2141,Carnage,"1,006.1",0.126,742.7,9.6,263.3
2142,R.K.M & Ken-Y,"1,005.8",0.621,627.1,475.4,378.7
2143,Los Acosta,"1,005.4",0.961,889.6,889.6,115.9
2144,Lou Reed,"1,005.1",0.378,955.7,936.6,49.3
2145,OHGEESY,"1,004.4",0.736,193.1,51.7,811.3
2146,Xavier Wulf,"1,003.8",1.503,920.0,781.9,83.9
2147,Guru Randhawa,"1,003.5",1.125,929.6,213.4,73.9
2148,Rochak Kohli,"1,003.4",1.825,582.3,6.9,421.1
2149,Taiu,"1,003.0",1.451,288.1,,714.9
2150,Common,"1,002.3",0.640,595.7,345.2,406.7
2151,Yüzyüzeyken Konuşuruz,"1,002.0",0.937,999.7,995.4,2.4
2152,S. P. Balasubrahmanyam,"1,001.2",1.977,727.1,201.3,274.1
2153,OBOY,"1,001.0",0.770,770.6,726.4,230.3
2154,Nego do Borel,"1,001.0",0.170,360.3,105.6,640.6
2155,LÉON,"1,000.6",0.271,882.1,843.0,118.5
2156,Aqua,"1,000.0",3.673,763.4,751.0,236.6
2157,YouNotUs,998.0,0.712,530.0,35.6,468.0
2158,Ennio Morricone,998.0,0.457,980.5,688.6,17.5
2159,RANI,997.4,0.274,6.4,6.3,991.0
2160,NCT U,996.3,0.197,798.0,793.4,198.3
2161,James Newton Howard,994.9,0.473,845.2,526.8,149.7
2162,Flipp Dinero,993.9,0.226,986.7,759.3,7.2
2163,Riley Green,993.7,1.138,937.0,903.1,56.7
2164,V,993.4,6.026,993.4,834.9,
2165,Krewella,993.4,0.161,773.5,552.4,219.9
2166,Faith Hill,992.8,0.430,650.2,590.3,342.7
2167,Rombai,992.7,0.226,896.0,641.1,96.7
2168,Huncho Jack,992.6,0.233,992.6,,
2169,K/DA,992.3,0.520,992.3,,
2170,LUCKI,990.7,2.342,968.8,793.2,21.9
2171,Yung Bleu,990.1,0.666,786.5,270.0,203.7
2172,BHZ,990.0,0.649,335.1,49.9,654.9
2173,Espinoza Paz,989.6,0.622,787.7,723.1,202.0
2174,Brian Eno,988.5,0.376,735.2,562.4,253.4
2175,Mitchell Tenpenny,988.3,0.501,891.2,787.0,97.1
2176,DDG,988.0,0.769,879.9,302.6,108.1
2177,Haftbefehl,988.0,0.564,662.7,154.3,325.3
2178,Men I Trust,987.9,1.453,987.9,941.4,
2179,Dopebwoy,987.2,0.278,609.0,79.8,378.2
2180,Manuel Carrasco,986.8,0.426,939.3,869.0,47.5
2181,Big Time Rush,986.7,,986.7,839.5,
2182,The Alchemist,986.6,1.240,405.7,72.2,580.8
2183,Rosa Linn,985.2,1.430,985.2,902.4,
2184,Emilee,985.0,0.331,67.8,67.8,917.2
2185,Blackstreet,985.0,0.461,872.1,174.2,112.9
2186,Chitãozinho & Xororó,984.8,0.898,763.8,419.9,221.0
2187,Izi,984.3,0.277,597.7,361.3,386.6
2188,Wrabel,984.2,0.350,494.6,441.6,489.6
2189,AJ Mitchell,983.7,0.247,856.7,560.2,127.1
2190,Nico Santos,983.6,0.385,559.1,450.8,424.5
2191,Father John Misty,983.6,0.969,903.0,902.6,80.5
2192,Action Bronson,983.2,0.466,701.3,317.6,282.0
2193,Henrique & Diego,983.0,0.258,866.2,422.9,116.8
2194,La Quinta Estacion,982.4,0.795,982.4,924.3,
2195,Vitor Fernandes,981.1,0.538,557.0,404.9,424.0
2196,1Kilo,979.6,0.390,928.5,383.2,51.1
2197,Eazy-E,979.4,0.573,896.7,649.0,82.7
2198,Kenny G,978.4,0.430,753.5,603.1,225.0
2199,Juelz Santana,977.9,0.487,160.0,91.1,817.9
2200,Vitão,977.5,0.196,643.8,278.8,333.7
2201,Nardo Wick,977.4,1.070,857.3,407.2,120.1
2202,The Chemical Brothers,976.7,0.710,972.3,929.7,4.4
2203,Jonita Gandhi,975.8,2.180,58.5,32.4,917.2
2204,Raaban,975.7,0.182,672.1,43.3,303.6
2205,Tom Rosenthal,974.7,0.710,933.9,893.9,40.9
2206,Eason Chan,974.3,0.610,973.8,910.0,0.5
2207,Little Dragon,973.8,0.308,585.1,533.3,388.7
2208,Phora,973.6,0.181,972.8,818.6,0.7
2209,Estelle,973.4,0.433,755.7,47.2,217.6
2210,Paul Kalkbrenner,972.8,0.534,921.3,728.8,51.5
2211,Cream,972.4,0.470,972.4,972.4,
2212,Shankar-Ehsaan-Loy,971.3,1.388,935.5,10.5,35.8
2213,Chimbala,971.2,0.499,415.9,266.5,555.3
2214,Fernandinho,971.0,0.998,888.5,705.4,82.5
2215,Fred De Palma,971.0,0.519,936.1,254.8,34.9
2216,DELLAFUENTE,970.7,0.664,672.2,319.6,298.5
2217,Leiva,970.6,0.358,880.1,729.7,90.5
2218,Dawid Podsiadło,970.6,0.746,682.9,653.6,287.7
2219,Anna Kendrick,968.5,0.385,747.8,398.6,220.7
2220,LEGADO 7,968.2,0.425,812.1,512.5,156.1
2221,Hikaru Utada,968.1,0.794,960.2,840.0,7.9
2222,Lost Kings,966.9,0.156,847.0,52.8,120.0
2223,MC WM,966.9,0.182,742.8,280.5,224.2
2224,Pashanim,966.5,0.972,884.4,779.9,82.1
2225,Brooks,965.7,0.158,148.2,47.3,817.5
2226,Lasso,965.4,0.859,909.4,480.7,56.0
2227,Saint Motel,965.2,0.455,965.2,951.1,
2228,Fatboy Slim,964.6,0.593,884.6,668.8,80.0
2229,VASSY,964.4,0.241,48.9,20.4,915.5
2230,Semicenk,963.7,3.022,948.4,556.3,15.3
2231,Indila,963.3,1.026,890.4,890.4,72.9
2232,Chevelle,963.2,,963.2,963.2,
2233,Emicida,963.1,0.417,720.1,184.5,243.0
2234,Sigma,963.1,0.266,835.1,273.1,128.1
2235,Die Antwoord,962.7,0.241,962.7,866.8,
2236,Lartiste,962.5,0.444,777.5,367.7,185.0
2237,Yellowcard,961.3,0.554,961.3,959.7,
2238,Mayday Parade,960.8,,960.8,957.5,
2239,Rodney Atkins,960.2,0.362,954.1,728.7,6.1
2240,Neeti Mohan,960.0,1.195,230.3,156.7,729.6
2241,boy pablo,959.8,0.436,959.8,927.3,
2242,Gabrielle Aplin,959.4,0.326,916.3,708.4,43.1
2243,Burl Ives,959.2,0.021,951.9,937.1,7.3
2244,Chris Lake,958.9,0.553,483.7,85.0,475.2
2245,RK,958.9,0.378,770.0,605.8,188.9
2246,LeeHi,957.8,0.725,694.6,527.5,263.2
2247,Austin Mahone,957.5,0.216,798.6,473.8,159.0
2248,Cochise,956.5,0.775,951.0,528.2,5.5
2249,Inspector,956.1,0.652,954.7,913.0,1.4
2250,A Perfect Circle,955.6,0.380,955.6,935.1,
2251,Stephanie Beatriz,955.3,0.503,268.3,,687.0
2252,AronChupa,955.1,0.296,858.8,552.1,96.3
2253,Shilpa Rao,954.5,2.384,20.9,7.7,933.6
2254,Yuuri,954.3,1.066,954.3,953.1,
2255,DigDat,954.1,0.004,197.2,81.6,757.0
2256,Quando Rondo,953.1,0.315,684.9,454.9,268.2
2257,The Cardigans,952.3,1.005,933.4,927.8,18.9
2258,Dusty Springfield,951.9,0.697,950.2,900.4,1.8
2259,Luther Vandross,951.0,0.466,941.3,797.0,9.7
2260,Cold War Kids,950.9,0.297,944.2,852.1,6.7
2261,Four Tops,950.4,0.519,948.9,935.9,1.5
2262,Belly,950.2,0.228,706.4,168.2,243.8
2263,MC Kekel,950.0,0.180,503.0,251.3,447.0
2264,Marco Mengoni,949.7,0.790,855.5,665.7,94.1
2265,Oscar Maydon,949.3,2.515,724.7,63.3,224.6
2266,Chinmayi,949.2,1.830,86.5,54.2,862.8
2267,Loote,948.3,0.186,560.2,425.6,388.1
2268,Jazmine Sullivan,946.3,0.425,817.5,607.0,128.8
2269,G. V. Prakash,946.0,1.628,900.9,101.6,45.0
2270,The Isley Brothers,945.1,0.399,935.4,888.7,9.7
2271,Birdman,944.9,0.366,382.2,9.0,562.7
2272,Bread,944.0,0.608,944.0,944.0,
2273,Eric Prydz,943.8,0.578,886.7,768.8,57.1
2274,Cashmere Cat,943.3,0.139,789.0,81.2,154.2
2275,Cruz Cafuné,943.0,0.886,306.2,208.3,636.9
2276,Iggy Pop,942.5,0.383,849.0,820.4,93.5
2277,Three 6 Mafia,941.8,0.893,764.4,441.2,177.4
2278,Kizo,941.7,0.957,720.1,116.2,221.6
2279,India Martinez,941.4,0.444,599.1,311.2,342.2
2280,Chris Lane,941.3,0.242,849.4,617.0,91.9
2281,Pendulum,941.1,0.360,869.9,668.5,71.2
2282,Tyla Yaweh,940.7,0.227,901.3,236.3,39.4
2283,Nina Nesbitt,940.5,0.139,592.5,556.7,347.9
2284,Fort Minor,939.7,0.302,939.7,79.6,
2285,Gazzelle,939.4,0.555,863.1,767.0,76.3
2286,Randy,938.9,0.630,418.3,32.5,520.6
2287,Jerry Rivera,938.6,0.725,919.6,905.8,19.0
2288,Bhad Bhabie,938.5,0.155,879.6,271.3,59.0
2289,Achille Lauro,938.5,0.540,719.5,219.0,219.0
2290,Mabel Matiz,937.9,1.786,787.2,735.8,150.6
2291,Eli Young Band,937.4,0.301,925.9,920.9,11.4
2292,Los Huracanes del Norte,937.2,0.607,937.0,935.7,0.3
2293,Charly García,937.1,0.772,903.8,772.8,33.3
2294,Residente,937.0,0.334,713.7,352.5,223.3
2295,Wolfine,936.3,0.901,935.6,566.3,0.7
2296,Ximena Sariñana,936.1,0.469,367.2,351.5,568.9
2297,Hariharan,936.1,1.970,593.5,276.0,342.6
2298,Lele Pons,935.7,0.295,741.0,243.6,194.8
2299,The Glitch Mob,935.5,1.783,541.6,416.9,393.9
2300,Callejero Fino,935.4,1.700,275.8,68.3,659.6
2301,Wings,935.4,0.594,934.5,934.1,0.9
2302,DJ Antoine,935.3,0.474,902.5,59.1,32.8
2303,George Henrique & Rodrigo,933.9,0.464,890.6,471.1,43.3
2304,Aaliyah,933.3,0.862,862.2,773.7,71.1
2305,Baby Gang,933.0,1.822,673.0,219.8,260.0
2306,Dolu Kadehi Ters Tut,932.7,0.799,929.4,723.4,3.3
2307,347aidan,932.6,0.616,725.6,690.7,206.9
2308,Maisie Peters,932.5,2.359,927.6,824.4,4.9
2309,Ele A El Dominio,931.9,0.658,359.8,232.5,572.0
2310,Yng Lvcas,930.6,2.919,926.0,239.3,4.6
2311,Claptone,929.8,0.533,678.1,82.8,251.6
2312,Don McLean,929.5,0.568,929.5,928.9,
2313,Andrew Lloyd Webber,928.8,0.330,875.3,100.0,53.6
2314,Our Last Night,928.8,0.001,924.2,861.1,4.5
2315,Bleachers,928.5,0.546,859.3,743.3,69.3
2316,Young Igi,928.3,0.543,460.5,222.6,467.8
2317,Ulices Chaidez,927.6,0.355,886.9,787.9,40.7
2318,Los Cafres,927.1,0.437,917.4,912.5,9.8
2319,San Holo,926.1,0.171,839.5,525.1,86.6
2320,Eric Chou,926.1,0.602,905.2,869.9,20.8
2321,Malú,925.9,0.267,656.3,486.0,269.6
2322,Bailey Zimmerman,925.7,2.811,908.8,908.2,17.0
2323,Víctor Manuelle,925.7,0.512,848.9,656.4,76.8
2324,Syn Cole,925.4,0.287,809.7,285.3,115.7
2325,Sefo,925.3,1.346,902.9,541.7,22.3
2326,Miriam Bryant,924.6,0.257,731.1,513.6,193.5
2327,Matt Maeson,924.5,0.465,875.3,766.6,49.2
2328,Nicole Scherzinger,923.5,0.550,257.4,181.7,666.1
2329,Madame,922.8,0.596,497.7,325.2,425.1
2330,Yorushika,922.6,1.059,922.6,922.6,
2331,James Vincent McMorrow,922.6,0.154,807.4,780.9,115.2
2332,Alice Cooper,922.5,0.590,904.2,900.7,18.3
2333,Dylan Scott,922.5,0.883,922.5,907.8,
2334,Marisa Monte,922.4,0.614,873.6,711.1,48.8
2335,João Gilberto,922.4,1.743,506.2,492.1,416.1
2336,El Cuarteto De Nos,922.2,1.289,922.2,922.2,
2337,Stevie Ray Vaughan,922.0,0.426,882.6,874.7,39.3
2338,The Band,921.5,0.446,855.3,768.9,66.2
2339,Biffy Clyro,921.2,0.203,920.6,920.6,0.6
2340,3OH!3,921.1,0.381,827.3,572.3,93.8
2341,ZillaKami,921.0,0.702,211.3,163.2,709.7
2342,Freeze corleone,921.0,0.933,548.0,340.4,373.0
2343,Sheppard,920.0,0.378,920.0,898.4,
2344,Lucky Daye,919.9,0.638,609.7,464.6,310.2
2345,John Travolta,919.1,0.587,919.0,48.4,0.2
2346,Flo Milli,917.9,0.742,542.0,519.4,375.9
2347,Tarkan,917.8,0.744,885.1,882.2,32.8
2348,CAKE,916.5,0.429,916.5,916.5,
2349,Omah Lay,916.1,1.806,612.7,478.7,303.4
2350,Vybz Kartel,916.0,0.444,663.4,518.1,252.7
2351,Not3s,915.7,0.149,401.8,226.0,513.9
2352,Big Soto,915.6,0.507,328.8,122.5,586.7
2353,FRENSHIP,914.6,0.110,885.5,214.2,29.1
2354,Alabama,914.3,0.507,886.6,877.3,27.7
2355,Blue Öyster Cult,914.1,0.447,914.1,913.9,
2356,Steve Void,913.9,0.242,504.0,36.7,409.9
2357,Motive,913.6,2.425,764.6,577.5,149.0
2358,Alan Gomez,913.2,1.092,595.4,205.7,317.8
2359,Rizky Febian,912.1,0.529,744.5,592.6,167.7
2360,Eddie Vedder,911.9,0.379,872.9,823.7,39.1
2361,Declan McKenna,911.6,0.548,911.6,906.1,
2362,Loyle Carner,910.7,0.546,705.2,324.0,205.5
2363,Dj Guuga,910.5,0.331,788.6,188.3,122.0
2364,Ronan Keating,909.7,0.373,892.3,826.1,17.4
2365,Tritonal,908.9,0.113,720.7,92.1,188.2
2366,SiR,908.0,0.477,763.0,399.5,145.0
2367,Seven Lions,907.2,0.268,756.6,55.9,150.6
2368,Grupo Arriesgado,905.6,1.030,735.1,645.1,170.6
2369,Roméo Elvis,905.3,0.216,504.8,248.6,400.5
2370,Mahalia,905.1,0.519,750.6,479.9,154.5
2371,Parker McCollum,904.4,0.880,852.1,846.8,52.3
2372,Charly Black,904.4,0.350,808.0,376.1,96.4
2373,Mc IG,904.2,2.714,461.2,62.4,443.0
2374,Benson Boone,904.1,1.667,904.1,892.7,
2375,Teyana Taylor,903.9,0.355,773.7,461.1,130.2
2376,Pyotr Ilyich Tchaikovsky,903.4,0.425,894.8,,8.6
2377,Nitro,903.4,0.270,465.8,340.8,437.6
2378,Maty Noyes,903.2,0.066,225.6,216.7,677.6
2379,Beny Jr,902.6,1.345,673.8,265.1,228.8
2380,KIDS SEE GHOSTS,901.9,0.275,901.9,467.7,
2381,Djavan,901.8,0.628,833.4,808.3,68.4
2382,EST Gee,900.5,0.806,387.1,189.7,513.5
2383,ECKO,900.0,0.572,274.4,97.0,625.6
2384,Dopamine,899.0,0.382,1.3,0.5,897.7
2385,Walker Hayes,898.7,0.624,857.3,801.8,41.3
2386,MoStack,898.6,0.219,301.6,196.1,597.1
2387,Mufasa & Hypeman,898.6,0.374,20.9,0.1,877.7
2388,TREASURE,897.9,1.455,897.9,895.6,
2389,Massimo Pericolo,897.9,0.329,485.1,,412.8
2390,Future Islands,897.4,0.348,646.3,620.6,251.0
2391,Josman,897.3,0.940,846.7,763.1,50.6
2392,jxdn,897.3,0.394,715.0,638.0,182.3
2393,SoMo,896.5,0.173,889.7,850.1,6.8
2394,Timal,896.5,0.397,728.4,497.9,168.1
2395,Seu Jorge,896.0,0.557,580.8,499.2,315.2
2396,Jamby El Favo,893.7,0.729,416.7,253.4,476.9
2397,Toro y Moi,893.6,0.335,607.3,562.0,286.2
2398,Girls' Generation,893.1,0.553,893.1,887.7,
2399,Binomio de Oro de América,892.9,0.893,844.8,837.1,48.1
2400,Yebba,892.6,0.717,175.4,137.6,717.1
2401,ArrDee,892.4,0.533,464.4,361.3,428.0
2402,Sachet Tandon,891.6,2.534,837.1,56.4,54.5
2403,Gurinder Gill,891.2,1.440,109.6,16.2,781.7
2404,Röyksopp,890.6,0.307,858.6,612.8,32.0
2405,We The Kings,890.3,0.243,862.4,521.5,27.9
2406,Jota Quest,889.9,0.488,883.8,733.7,6.0
2407,Konshens,889.1,0.549,261.5,146.1,627.6
2408,Gloria Estefan,888.8,0.465,819.6,501.9,69.2
2409,Ace of Base,888.4,0.611,887.6,877.0,0.8
2410,Pretenders,887.5,0.430,886.8,885.5,0.8
2411,Müslüm Gürses,886.8,0.727,884.4,863.1,2.4
2412,Black Veil Brides,886.8,,886.8,883.9,
2413,Scarlxrd,886.3,0.549,662.3,654.3,224.0
2414,311,885.7,0.442,882.2,879.3,3.5
2415,Meat Loaf,885.4,0.416,884.7,826.3,0.7
2416,Huey Lewis & The News,885.3,0.495,885.3,885.3,
2417,Fenix Flexin,884.7,0.480,40.3,29.7,844.4
2418,Queen Naija,884.6,0.289,649.4,543.5,235.2
2419,Jim Croce,884.5,0.757,884.5,884.5,
2420,Los Caligaris,884.5,0.416,799.2,646.9,85.3
2421,Antonio Vivaldi,884.2,0.835,884.2,,
2422,Montell Fish,884.2,1.938,833.4,803.9,50.8
2423,Ben Harper,883.6,0.350,653.9,534.9,229.7
2424,Misfits,883.4,0.558,883.4,725.2,
2425,Pol Granch,882.7,0.772,260.2,235.7,622.5
2426,Carl Brave,882.4,0.240,613.4,198.6,269.0
2427,The Used,881.8,0.423,769.7,756.5,112.0
2428,Lauren Spencer Smith,881.8,1.534,881.8,862.8,
2429,José Luis Perales,881.7,0.688,836.0,826.4,45.7
2430,Timbiriche,881.7,0.502,879.7,878.4,1.9
2431,Cherish,881.4,0.592,133.0,39.0,748.4
2432,Natalie Cole,880.8,0.447,835.7,674.6,45.1
2433,Sarcastic Sounds,880.6,0.350,398.3,289.0,482.2
2434,SHAED,880.3,0.262,867.7,272.3,12.5
2435,Kenny Beats,879.5,0.447,69.8,69.8,809.7
2436,Javed Ali,878.6,1.426,371.1,280.3,507.5
2437,Los Pericos,878.6,0.435,871.5,550.5,7.0
2438,Jamie xx,877.8,0.261,720.6,312.7,157.2
2439,Idina Menzel,877.5,0.237,283.7,100.9,593.9
2440,Dalmata,877.4,0.576,190.3,115.1,687.2
2441,Laylow,877.0,0.554,714.7,473.5,162.4
2442,Hotel Ugly,876.9,2.757,876.9,876.9,
2443,El Guincho,876.8,0.340,21.9,20.1,854.9
2444,Marteria,876.7,0.289,762.6,398.3,114.1
2445,Poison,876.7,0.469,876.7,876.7,
2446,Lars Winnerbäck,876.5,0.004,851.3,773.2,25.2
2447,Danny Brown,875.9,0.471,483.6,350.0,392.3
2448,Little Sis Nora,875.6,0.306,59.2,53.3,816.5
2449,Marisela,875.6,1.074,859.0,856.5,16.6
2450,A-Trak,875.4,0.375,189.8,0.7,685.6
2451,Aldo Trujillo,875.0,0.656,858.1,572.4,16.9
2452,Against The Current,874.7,0.470,359.3,320.7,515.4
2453,DannyLux,874.5,1.356,320.4,311.7,554.1
2454,Żabson,874.5,0.463,596.5,245.8,277.9
2455,David Kushner,874.2,3.648,874.2,874.2,
2456,Alida,873.8,0.393,10.6,10.4,863.2
2457,Buena Vista Social Club,873.8,0.499,873.8,764.3,
2458,reezy,873.2,1.153,636.4,402.6,236.8
2459,Marcynho Sensação,873.1,0.233,169.1,138.3,704.0
2460,Andrés Cepeda,872.8,0.584,765.4,475.4,107.3
2461,George Benson,872.4,0.541,721.8,691.9,150.6
2462,Rhye,872.4,0.332,802.3,639.9,70.1
2463,The Ronettes,872.1,0.231,872.0,870.6,0.1
2464,ACRAZE,871.9,0.708,824.3,21.5,47.6
2465,NGHTMRE,871.7,0.246,452.9,28.4,418.8
2466,Mr.Kitty,871.7,0.951,868.1,867.7,3.7
2467,Paula Fernandes,870.8,0.444,622.9,266.1,247.8
2468,Mýa,870.7,0.381,222.2,172.8,648.4
2469,Bankrol Hayden,870.4,0.319,824.4,523.3,45.9
2470,Rob $tone,870.3,0.255,870.3,16.2,
2471,Flux Pavilion,869.8,0.160,549.5,254.5,320.3
2472,D'Angelo,869.7,0.278,674.8,662.8,194.9
2473,Mithoon,869.6,1.393,531.9,23.0,337.7
2474,Unknown Mortal Orchestra,869.4,0.349,733.5,730.1,135.9
2475,ILOVEMAKONNEN,869.3,0.147,355.4,101.8,513.9
2476,Local Natives,868.9,0.207,864.3,795.3,4.7
2477,Don Henley,868.9,0.459,825.9,814.2,43.0
